doi,title,relevance,category,explanation
10.1109/FLLM63129.2024.10852445,"From Pixels to Paragraphs: Extraction of Text from Medical Reports using LLMs, Systematic Literature Review",NOT_RELEVANT,,[N/A]
10.1109/CSCE60160.2023.00171,Analysis of Plagiarism via ChatGPT on Domain-Specific Exams,RELEVANT,upper-computing,[cloud computing]
10.1109/EDUCON62633.2025.11016642,CustomAIzEd: Bridging Interdisciplinary Gaps in AI Education with Customized Content Using LLMs,RELEVANT,lower-computing,[introductory AI]
10.1109/TAI.2025.3569516,Inadequacies of Large Language Model Benchmarks in the Era of Generative Artificial Intelligence,NOT_RELEVANT,,[N/A]
10.1109/TALE62452.2024.10834346,ChatGPT Calls for Self Reflection: Student Perceptions of Evaluation Activities in Video,RELEVANT,upper-computing,"[Information Systems, Computer Engineering, Software Engineering, Computer Science]"
10.1109/CSICC65765.2025.10967446,Enhancing Learning Performance through LLM-Driven Adaptive Contents Based on Facial Engagement Detection,NOT_RELEVANT,,[N/A]
10.1109/FIE61694.2024.10893194,Enhancing Pre-Class Content Learning in a Flipped Classroom: An Experimental Study of the Benefits of Note-Taking,NOT_RELEVANT,,[N/A]
10.1109/ICSME58944.2024.00045,Investigating Developers' Preferences for Learning and Issue Resolution Resources in the ChatGPT Era,RELEVANT,upper-computing,[Software Development]
10.13052/jwe1540-9589.2324,Transformative Technologies in the Evaluation of a Vocational Education System,NOT_RELEVANT,,[N/A]
10.1049/icp.2025.1174,Automated question generation from job descriptions using large language models: an evaluation of role-fit and fairness,NOT_RELEVANT,,[N/A]
10.1109/ICELIE62250.2024.10814858,The Potential of AI in Electrical and Electronic Engineering Education: A Review,RELEVANT,upper-computing,[Electrical and Electronic Engineering]
10.1109/ICIMCIS63449.2024.10956533,A Comprehensive Review and Research Trends of Large Language Models (LLMs) in Artificial Intelligence,NOT_RELEVANT,,[N/A]
10.1109/ITHET61869.2024.10837597,The Benefits and Challenges of Using Artificial Intelligence in Teaching English as a Foreign Language in Higher Education,NOT_RELEVANT,,[N/A]
10.1109/IC3SE62002.2024.10593283,Synergizing Futures: Precision Career Mapping with Llama 2 and AI Fine-Tuning for Personalized Path Prediction and Guided Navigation,NOT_RELEVANT,,[N/A]
10.1109/ACCESS.2025.3578047,Subjective and Objective Quality Assessments of AI-generated Images for Language E-Learning,NOT_RELEVANT,,[N/A]
10.1109/ICEEICT61591.2024.10718488,Exploring State-of-the-Art Methods in Mastering Digital Signal Processing through Blended Learning,RELEVANT,upper-computing,[Digital Signal Processing]
10.1109/ICSME58846.2023.00051,A case study of fairness in generated images of Large Language Models for Software Engineering tasks,RELEVANT,upper-computing,[Software Engineering]
10.1109/ICM63406.2024.10815706,Query-Based Topic Modeling and Trend Analysis in Scientific Literature,NOT_RELEVANT,,[N/A]
10.1109/CSCI62032.2023.00270,Using Assignment Incentives to Reduce Student Procrastination and Encourage Code Review Interactions,RELEVANT,lower-computing,[Programming Courses]
10.1109/ICET62460.2024.10868886,Decoding Acceptance through Technology Acceptance Model: A Descriptive Study of ChatGPT Usage Across Academic Disciplines,RELEVANT,upper-computing,Related Fields]
10.1109/ICSE-NIER66352.2025.00006,AI-Assisted Autoformalization of Combinatorics Problems in Proof Assistants,RELEVANT,upper-computing,"[Combinatorics, Proof Assistants]"
10.1109/MCE.2024.3449558,Consumer Electronics and GenAI Providing User Experiences in Mental Health,NOT_RELEVANT,,[N/A]
10.1109/ACCESS.2025.3548590,GLM-4 Based Method for Automatic Construction of Content Graph,RELEVANT,upper-computing,[Software Engineering]
10.1145/3639474.3640065,Beyond Functional Correctness: An Exploratory Study on the Time Efficiency of Programming Assignments,RELEVANT,lower-computing,[Programming Courses]
10.1109/TELFOR63250.2024.10819129,Comparison of Ensemble Methods for Sentiment Analysis in Serbian Language,NOT_RELEVANT,,[N/A]
10.1109/MEES61502.2023.10402376,Transformation of Education in the Context of Modern Informational and Cultural Realities of Artificial Intelligence ChatGPT Application,NOT_RELEVANT,,[N/A]
10.1109/SSIM59263.2023.10469498,Usage Intentions of AIGC: From Social Media Conversation Volume and Consumer Analysis,NOT_RELEVANT,,[N/A]
10.1109/ICSPC59664.2023.10420194,Language AI in Programming: A Case Study of ChatGPT in Higher Eduation Using Natural Language Processing,RELEVANT,lower-computing,[programming courses in computing programs]
10.1109/INES59282.2023.10297824,Prof Pi: Tutoring Mathematics in Arabic Language using GPT-4 and Whatsapp,NOT_RELEVANT,,[N/A]
10.1109/ICSME58944.2024.00058,Can Developers Prompt? A Controlled Experiment for Code Documentation Generation,RELEVANT,upper-computing,[code documentation generation]
10.1109/EDUCON62633.2025.11016480,An Exploratory Study of Senior Computing UK Academic Faculty Perspectives on Academic Integrity and Student Cheating,NOT_RELEVANT,,[N/A]
10.1109/DSA59317.2023.00119,Assessing ChatGPT’s Comprehension of Perturbed Text through Text Linguistic Features,NOT_RELEVANT,,[N/A]
10.1109/TIV.2024.3349466,Integrating Large Language Models and Metaverse in Autonomous Racing: An Education-Oriented Perspective,NOT_RELEVANT,,[N/A]
10.1109/ACCESS.2024.3524588,A Review of Applying Large Language Models in Healthcare,NOT_RELEVANT,,[N/A]
10.1109/ICSE48619.2023.00194,Large Language Models are Few-shot Testers: Exploring LLM-based General Bug Reproduction,NOT_RELEVANT,,[N/A]
10.1109/IMCOM64595.2025.10857545,Deep Learning Strategies for Identifying Machine-Generated Text,NOT_RELEVANT,,[N/A]
10.1109/TCSS.2023.3291539,Believe in Artificial Intelligence? A User Study on the ChatGPT’s Fake Information Impact,NOT_RELEVANT,,[N/A]
10.1145/3639474.3640059,Experience Report: Identifying Common Misconceptions and Errors of Novice Programmers with ChatGPT,RELEVANT,lower-computing,[introductory programming]
10.1109/FIE61694.2024.10893083,"Navigating the Dual Edges of AI in Engineering Education: Opportunities, Challenges, and Societal Readiness",NOT_RELEVANT,,[N/A]
10.1109/EMR.2024.3394540,Pros and Cons of Artificial Intelligence–ChatGPT Adoption in Education Settings: A Literature Review and Future Research Agendas,NOT_RELEVANT,,[N/A]
10.1109/BigData62323.2024.10825748,SurgBox: Agent-Driven Operating Room Sandbox with Surgery Copilot,NOT_RELEVANT,,[N/A]
10.1109/EDUCON62633.2025.11016497,Accessible and Reliable AI Coding Tutors: Augmenting Large Language Models with Retrieval-Augmented Generation for Java Programming,RELEVANT,lower-computing,[Java programming]
10.1109/ISM63611.2024.00064,The ≪Huh?≫ Button: Improving Understanding in Educational Videos with Large Language Models,NOT_RELEVANT,,[N/A]
10.1109/CSCI62032.2023.00015,Enhancing Drug Safety Documentation Search Capabilities with Large Language Models: A User-Centric Approach,NOT_RELEVANT,,[N/A]
10.1109/IC457434.2024.10486526,Code Insight - Flowchart Generator,NOT_RELEVANT,upper-computing,[N/A]
10.1145/3639478.3640024,TestSpark: IntelliJ IDEA's Ultimate Test Generation Companion,NOT_RELEVANT,upper-computing,[N/A]
10.1109/FMLDS63805.2024.00060,Predicting College Admission Results with Machine Learning on Unstructured Online Data,NOT_RELEVANT,,[N/A]
10.1109/FLLM63129.2024.10852461,Comparative Analysis of Loop-Free Function Evaluation Using ChatGPT and Copilot with C Bounded Model Checking,NOT_RELEVANT,upper-computing,[N/A]
10.1109/TPAMI.2025.3573609,LLaFS++: Few-Shot Image Segmentation With Large Language Models,NOT_RELEVANT,,[N/A]
10.1109/ICEV63254.2024.10765939,Study of perception on the use of generative artificial intelligence in higher-level students,NOT_RELEVANT,,[N/A]
10.1109/MetroXRAINE62247.2024.10797032,An Overview On Large Language Models Across Key Domains: A Systematic Review,NOT_RELEVANT,,[N/A]
10.1109/IRASET64571.2025.11008316,Unveiling Health’s Tomorrow: A Comprehensive Review of Anomaly Detection for IoMT Using Large Language Models,NOT_RELEVANT,,[N/A]
10.1109/EDUCON60312.2024.10578705,Leveraging Prompt Engineering on ChatGPT for Enhanced Learning in CEC330: Digital System Design in Aerospace,RELEVANT,upper-computing,[Digital System Design in Aerospace]
10.1145/3597503.3639223,Uncovering the Causes of Emotions in Software Developer Communication Using Zero-shot LLMs,NOT_RELEVANT,,[N/A]
10.1109/FIE61694.2024.10893375,Unlocking Learning Potential: Generative AI Chatbots as Study Partners in Online BS in Computer Science Degree Program,RELEVANT,upper-computing,[BS in Computer Science Degree Program]
10.1109/ICAICTA63815.2024.10763263,An Interactive Question-Answering System Using Large Language Model and Retrieval-Augmented Generation in an Intelligent Tutoring System on the Programming Domain,RELEVANT,lower-computing,[Programming Domain]
10.1109/ICMSCI62561.2025.10893904,Enhancing Medical Libraries: AI-Driven Tools and Techniques for Digital Transformation and Sustainable Innovation,NOT_RELEVANT,,[N/A]
10.1109/ACCESS.2024.3450629,Exploring Generative Artificial Intelligence Research: A Bibliometric Analysis Approach,NOT_RELEVANT,,[N/A]
10.1109/TSE.2024.3392499,No Need to Lift a Finger Anymore? Assessing the Quality of Code Generation by ChatGPT,NOT_RELEVANT,upper-computing,[N/A]
10.1109/JBHI.2024.3481412,A LLM-Based Hybrid-Transformer Diagnosis System in Healthcare,NOT_RELEVANT,,[N/A]
10.1109/ICDT63985.2025.10986583,Skilldev: Genai-Powered Skill Upgrading Platform,NOT_RELEVANT,,[N/A]
10.1109/TLT.2025.3539179,Impact of GPT-Driven Teaching Assistants in VR Learning Environments,RELEVANT,lower-computing,[VR Learning Environments]
10.1109/ACCESS.2024.3408843,Automatic Estimation for Visual Quality Changes of Street Space via Street-View Images and Multimodal Large Language Models,NOT_RELEVANT,,[N/A]
10.1109/CSTE62025.2024.00030,Generative AI Research of Education from 2013 to 2023,NOT_RELEVANT,,[N/A]
10.1109/ISEC61299.2024.10665264,Fostering Diversity and Knowledge in Artificial Intelligence: An Inclusive Platform of Career Insights and Resources from Conversations with Leaders in the Field,NOT_RELEVANT,,[N/A]
10.1109/WEEF-GEDC59520.2023.10343985,"Engineering, the Profession in Trouble: Lack of Programme Development Standards That Support the AI Chatbot? A System View",NOT_RELEVANT,,[N/A]
10.1109/ICSME58944.2024.00042,On the Generalizability of Transformer Models to Code Completions of Different Lengths,NOT_RELEVANT,,[N/A]
10.1109/ACCESS.2024.3356584,Tracking ChatGPT Research: Insights From the Literature and the Web,NOT_RELEVANT,,[N/A]
10.1109/RITA.2024.3458848,The Use of ChatGPT in Improving and Reviewing Scientific Paper Writing: An Exploratory Study,RELEVANT,upper-computing,Problem Solving I (PSI)
10.1109/ICITSI65188.2024.10929431,Examining Usability and Student Experience of ChatGPT as a Learning Tool on Moodle in Higher Education,NOT_RELEVANT,,[N/A]
10.1109/TCSVT.2025.3565616,DFMC:Feature-Driven Data-Free Knowledge Distillation,NOT_RELEVANT,,[N/A]
10.1109/ICIP49359.2023.10222927,Zero-Shot Human-Object Interaction (HOI) Classification by Bridging Generative and Contrastive Image-Language Models,NOT_RELEVANT,,[N/A]
10.1109/ICALTER65499.2024.10819214,Natural Language Processing Algorithms for Academic Content Generation,NOT_RELEVANT,,[N/A]
10.1109/EDUCON60312.2024.10578742,ChatGPT in Higher Education: Perceptions of Computer Science-Related Students,NOT_RELEVANT,,[N/A]
10.1109/COMSCI63166.2024.10778529,Enhancing University Students’ Activities with Interactive Immediate Feedback Using Customized LLMs,RELEVANT,lower-computing,introductory Java programming
10.1109/ICTIIA61827.2024.10761147,Analysis of the Impact of ChatGPT Utilization on the Levels of Laziness and Productivity,NOT_RELEVANT,,[N/A]
10.1109/TCSS.2025.3569400,DynaMentA: Dynamic Prompt Engineering and Weighted Transformer Architecture for Mental Health Classification Using Social Media Data,NOT_RELEVANT,,[N/A]
10.1109/ICCI64209.2025.10987407,Leveraging Knowledge Graphs for Personalized Internship Recommendations: A Case Study on Software Engineering Courses,NOT_RELEVANT,,[N/A]
10.1109/TIV.2024.3461651,ALGPT: Multi-Agent Cooperative Framework for Open-Vocabulary Multi-Modal Auto-Annotating in Autonomous Driving,NOT_RELEVANT,,[N/A]
10.1109/TELE62556.2024.10605652,Enhancing Interactive Information Support in Student Interdisciplinary Project Training: A Socio-Ecological Perspective of the Digital Environment,NOT_RELEVANT,,[N/A]
10.1109/COMPSAC61105.2024.00305,Health Sciences students and educators experience with using ChatGPT,NOT_RELEVANT,,[N/A]
10.1109/ICIET60671.2024.10542754,High School Students' Perception of AI and Its Future Impact on Education,NOT_RELEVANT,,[N/A]
10.1109/TSE.2024.3452252,Leveraging Large Language Model for Automatic Patch Correctness Assessment,NOT_RELEVANT,,[N/A]
10.1145/3581784.3613215,FORGE: Pre-Training Open Foundation Models for Science,NOT_RELEVANT,,[N/A]
10.1109/ICCCT63501.2025.11018890,Automated Multilingual Translation of Exam Question Papers Using Generative AI,NOT_RELEVANT,,[N/A]
10.1109/ACCESS.2025.3535782,Time-Series Large Language Models: A Systematic Review of State-of-the-Art,NOT_RELEVANT,,[N/A]
10.15439/2024F5859,The Interplay of Learning Analytics and Artificial Intelligence,NOT_RELEVANT,,[N/A]
10.1109/IEIR62538.2024.10959761,The Impact of AIGC on Modern Education: Transforming Learning and Teaching Methods,NOT_RELEVANT,,[N/A]
10.1109/EIECT60552.2023.10441978,Public Perception and Sentiment of ChatGPT: Machine Learning Analysis on Weibo Posts,NOT_RELEVANT,,[N/A]
10.1109/ICIPCA61593.2024.10709091,Optimizing Logistic Regression for Predicting Teacher Job Satisfaction: An AI-Driven Approach to Faculty Development,NOT_RELEVANT,,[N/A]
10.1109/COMPSAC61105.2024.00017,LLM-Based Class Diagram Derivation from User Stories with Chain-of-Thought Promptings,NOT_RELEVANT,,[N/A]
10.1109/CoDIT62066.2024.10708253,"Large Language Models for Healthcare: Applications, Models, Datasets, and Challenges",NOT_RELEVANT,,[N/A]
10.1109/FLLM63129.2024.10852443,Popular LLM-Large Language Models in Enterprise Applications,NOT_RELEVANT,,[N/A]
10.1109/SANER60148.2024.00054,Investigating Markers and Drivers of Gender Bias in Machine Translations,NOT_RELEVANT,,[N/A]
10.1109/ASE56229.2023.00217,A Comparative Study of Transformer-Based Neural Text Representation Techniques on Bug Triaging,NOT_RELEVANT,,[N/A]
10.1109/AQTR61889.2024.10554146,Microservice-Based Interface to ChatGPT,NOT_RELEVANT,,[N/A]
10.1109/e-Science62913.2024.10678704,Generative AI for Research Data Processing: Lessons Learnt From Three Use Cases,NOT_RELEVANT,,[N/A]
10.1109/ACCESS.2024.3350169,Prediction of Students’ Academic Performance in the Programming Fundamentals Course Using Long Short-Term Memory Neural Networks,RELEVANT,lower-computing,[Programming Fundamentals]
10.1109/ICCA59364.2023.10401818,How Big Can It Get? A comparative analysis of LLMs in architecture and scaling,NOT_RELEVANT,,[N/A]
10.1109/EDUCON62633.2025.11016366,"Uses of Generative AI in Engineering, Technology, and Computing Classrooms: Findings From the IEEE FIE Conference Proceedings",RELEVANT,upper-computing,"[Engineering, Technology, and Computing Classrooms]"
10.1109/TIFS.2025.3567915,An Active Authorization Control Method for Deep Reinforcement Learning Model Based on GANs and Adaptive Trigger,NOT_RELEVANT,,[N/A]
10.1109/EDUCON62633.2025.11016386,Lessons for GenAI Literacy from a Field Study of Human-GenAI Augmentation in the Workplace,NOT_RELEVANT,,[N/A]
10.1109/IEEM58616.2023.10406630,Education and Training for Future Engineering Teachers in the Age of Artificial Intelligence: A Bibliometric Analysis,NOT_RELEVANT,,[N/A]
10.1109/CAI59869.2024.00266,Unveiling the Potential of ChatGPT in Detecting Machine Unauditable Bugs in Smart Contracts: A Preliminary Evaluation and Categorization,NOT_RELEVANT,,[N/A]
10.1109/QRS-C60940.2023.00049,Love the Way You Lie: Unmasking the Deceptions of LLMs,NOT_RELEVANT,,[N/A]
10.1109/ICCCNT61001.2024.10725418,Sinhala-Centric Java Assistance Tool for Entry-Level Programmers,RELEVANT,lower-computing,[introductory programming]
10.1109/FIE61694.2024.10893133,From Assistance to Misconduct: Unpacking the Complex Role of Generative AI in Student Learning,RELEVANT,,[N/A]
10.1109/EDUCON60312.2024.10578858,Extracting Metadata from Learning Videos for Ontology-Based Recommender Systems Using Whisper & GPT,RELEVANT,upper-computing,[software engineering]
10.1109/ITHET61869.2024.10837616,Open-Source or Proprietary Language Models? An Initial Comparison on the Assessment of an Educational Task,RELEVANT,lower-computing,[computer programming]
10.1109/EDUCON62633.2025.11016326,Enhancing AI Interaction through Co-Construction: A Multi-Faceted Workshop Framework,RELEVANT,,[N/A]
10.1109/ACCESS.2023.3296911,An Optimized Question Classification Framework Using Dual-Channel Capsule Generative Adversarial Network and Atomic Orbital Search Algorithm,NOT_RELEVANT,,[N/A]
10.1109/ICEIT64364.2025.10975838,Exploring Educators' Multidimensional Perspectives on Generative AI's Impact in Education: A Study Using Q Methodology,NOT_RELEVANT,,[N/A]
10.1109/CINS63881.2024.10864428,Comparative Analysis and Application of Large Language Models on FAQ Chatbots,NOT_RELEVANT,,[N/A]
10.1109/ICRA57147.2024.10610554,Toward Automated Programming for Robotic Assembly Using ChatGPT,RELEVANT,upper-computing,[robotic assembly]
10.1109/CyberC58899.2023.00030,Deep research and analysis of ChatGPT based on multiple testing experiments,RELEVANT,,[N/A]
10.1145/3639474.3640084,Automated Detection of AI-Obfuscated Plagiarism in Modeling Assignments,RELEVANT,upper-computing,[modeling assignments]
10.1109/ICAISC64594.2025.10959667,Innovating NCAAA Accreditation: A Smart Education Management System Powered by Generative Pre-trained Transformer,RELEVANT,upper-computing,[postgraduate programs]
10.1109/EDUCON62633.2025.11016452,A Comparative Study of Epistemological Beliefs and AI Chatbot Usage Among Early Adopters and Later Users in Higher Education,NOT_RELEVANT,,[N/A]
10.1109/FIE58773.2023.10343391,Integrating Cloud-Based AI in Software Engineers' Professional Training and Development,RELEVANT,upper-computing,[software engineering]
10.1109/AIxVR63409.2025.00069,An Extended Reality Platform Powered by Large Language Models: A Case Study on Teaching Dance Costumes,NOT_RELEVANT,,[N/A]
10.1109/ICEICT61637.2024.10671366,Cross-Language Code Development with Generative AI: A Source-to-Source Translation Perspective,RELEVANT,lower-computing,[programming languages]
10.1109/ICAICE63571.2024.10864116,A Comparative Study of Bug Triage Representation and Classification Approaches from Canonical to Large Language Models,RELEVANT,upper-computing,[software maintenance]
10.1109/TVCG.2025.3575694,JailbreakLens: Visual Analysis of Jailbreak Attacks Against Large Language Models,NOT_RELEVANT,,[N/A]
10.1109/RSP64122.2024.10870993,Advancing Formal Verification: Fine-Tuning LLMs for Translating Natural Language Requirements to CTL Specifications,RELEVANT,upper-computing,[formal verification]
10.1109/SEAA64295.2024.00036,Predicting Software Functional Size Using Natural Language Processing: An Exploratory Case Study,NOT_RELEVANT,upper-computing,[Software Size Measurement]
10.1109/SP54263.2024.00046,Poisoned ChatGPT Finds Work for Idle Hands: Exploring Developers’ Coding Practices with Insecure Suggestions from Poisoned AI Models,RELEVANT,upper-computing,[software engineering]
10.1109/ICEIT64364.2025.10975875,Enhancing Contextual Understanding in AI-Powered Tutoring: Evaluating the Oliver System for Effective Learning Support,NOT_RELEVANT,,[N/A]
10.1109/ICIMTech63123.2024.10780832,Beyond Chatting an Analysis of the Full Potential Use of Chat Generative AI for University Students in the Greater Jakarta Area,NOT_RELEVANT,,[N/A]
10.1109/TNNLS.2024.3493113,Generative Adversarial Soft Actor–Critic,NOT_RELEVANT,upper-computing,[deep reinforcement learning]
10.1109/JBHI.2025.3538324,Enhancing Visual Reasoning with LLM-Powered Knowledge Graphs for Visual Question Localized-Answering in Robotic Surgery,NOT_RELEVANT,,[N/A]
10.1109/INCOS59338.2024.10527664,AI-Powered Resume Based QA Tailoring for Success in Interviews,NOT_RELEVANT,,[N/A]
10.1109/IETC61393.2024.10564292,Generative AI Adoption in the Classroom: A Contextual Exploration Using the Technology Acceptance Model (TAM) and the Innovation Diffusion Theory (IDT),RELEVANT,,[N/A]
10.1109/CSITSS64042.2024.10816908,An Approach to Intelligent Information Extraction and Utilization from Diverse Documents,NOT_RELEVANT,,[N/A]
10.1109/TCSVT.2025.3571788,LMM-VQA: Advancing Video Quality Assessment with Large Multimodal Models,NOT_RELEVANT,,[N/A]
10.1109/TBDATA.2024.3522805,Tailored Definitions With Easy Reach: Complexity-Controllable Definition Generation,NOT_RELEVANT,,[N/A]
10.1109/MCE.2024.3519777,QoE Assessment for Prompt-based Videos: Acceptability and Quality Factors,NOT_RELEVANT,,[N/A]
10.1109/ICEIT64364.2025.10975835,Analyzing the Landscape of Generative and Open AI in Education: A Text Analytics Exploration of Scopus Publications,RELEVANT,,[N/A]
10.1109/ICSME58944.2024.00073,Icing on the Cake: Automatic Code Summarization at Ericsson,NOT_RELEVANT,,[N/A]
10.1109/IEEECONF61558.2024.10585387,Simulating Life: The Application of Generative Agents in Virtual Environments,NOT_RELEVANT,,[N/A]
10.1109/ICMTIM62047.2024.10629560,Java Web Programming with ChatGPT,RELEVANT,upper-computing,[Java Web Programming]
10.1109/TENSYMP61132.2024.10752300,Optimizing Resume Parsing Processes by Leveraging Large Language Models,NOT_RELEVANT,,[N/A]
10.1109/CICTN64563.2025.10932399,Developing an AI-Based Library Assistant: Enhancing Book Retrieval with Natural Language Processing and Machine Learning,NOT_RELEVANT,,[N/A]
10.1109/ICDE60146.2024.00453,Construction and Enhancement of an RNA-Based Knowledge Graph for Discovering New RNA Drugs,NOT_RELEVANT,,[N/A]
10.1109/ACCESS.2025.3573575,Artificial Intelligence Literacy Structure and the Factors Influencing Student Attitudes and Readiness in Central Europe Universities,RELEVANT,,[N/A]
10.1109/JAS.2025.125498,"Exploring DeepSeek: A Survey on Advances, Applications, Challenges and Future Directions",NOT_RELEVANT,,[N/A]
10.1109/IJCNN60899.2024.10650776,iiPCS: Intent-Based In-Context Learning for Project-Specific Code Summarization,NOT_RELEVANT,,[N/A]
10.1109/FIE61694.2024.10893388,Two Sides of the Same Coin: Differing Approaches to Generative AI in Two Computer Science Classrooms,RELEVANT,,[computer science courses]
10.1002/9781394175574.ch13,Exploring the Role of ChatGPT in the Law Enforcement and Banking Sectors,NOT_RELEVANT,,[N/A]
10.1109/APSEC65559.2024.00023,DupLLM:Duplicate Pull Requests Detection Based on Large Language Model,NOT_RELEVANT,,[N/A]
10.1109/AIIoT58432.2024.10574587,Exploring AI Facial Recognition for Real-time Emotion Detection: Assessing Student Engagement in Online Learning Environments,NOT_RELEVANT,,[N/A]
10.1109/iSemantic63362.2024.10762540,Art in the Era of Algorithms: Is Generative AI a Friend or Foe for 2D Artists?,NOT_RELEVANT,,[N/A]
10.1109/CSECS64665.2025.11009556,A Stylistic Comparative Study for Evaluating Neural Machine Translation Technologies,NOT_RELEVANT,,[N/A]
10.1109/RO-MAN60168.2024.10731435,Exploring the Suitability of Conversational AI for Child-Robot Interaction,NOT_RELEVANT,,[N/A]
10.1109/WSC60868.2023.10408241,Chances and Challenges of ChatGPT and Similar Models for Education in M&S,RELEVANT,,[Modeling and Simulation education]
10.1109/RE59067.2024.00031,Generating Test Scenarios from NL Requirements Using Retrieval-Augmented LLMs: An Industrial Study,NOT_RELEVANT,,[N/A]
10.1109/ICSME58846.2023.00042,Summarize Me: The Future of Issue Thread Interpretation,NOT_RELEVANT,,[N/A]
10.1109/URTC60662.2023.10534929,The Fallibility of AI Content Detectors,NOT_RELEVANT,,[N/A]
10.1109/ICCTIT60726.2023.10435711,Software Defect Prediction via Code Language Models,NOT_RELEVANT,,[N/A]
10.1109/ICIC64337.2024.10956758,Dataset Alignment for Fine-Tuning Large Language Models for PJOK Educational Chatbot,NOT_RELEVANT,,[N/A]
10.1109/ICICT62343.2024.00084,Development of Dialogue Feature between Participants and ChatGPT in Network Security Exercise System,RELEVANT,upper-computing,[network security exercises]
10.1109/ACCESS.2025.3575707,Integrating Generative and Contrastive Approaches for Human Action Recognition,NOT_RELEVANT,,[N/A]
10.1109/DASA63652.2024.10836262,Enhancing Software Engineering with AI: Key Insights from ChatGPT,RELEVANT,upper-computing,[software engineering]
10.1109/FUZZ52849.2023.10309699,Knowledge Graph-Based Genetic Fuzzy Agent for Human Intelligence and Machine Co-Learning,RELEVANT,lower-computing,[undergraduate computer science course]
10.1109/ACCESS.2024.3481049,Examining Non-English Foreign Language Education Through Social Media: Discourse and Psychological Analysis Based on Text Mining,NOT_RELEVANT,,[N/A]
10.1109/ICALT61570.2024.00056,Matching Problem Statements to Editorials in Competitive Programming,UNKNOWN,,No response found
10.1109/ISET61814.2024.00048,Utilizing Virtual Reality and Generative AI Chatbot for Job Interview Simulations,UNKNOWN,,No response found
10.1109/TCE.2024.3398824,Privacy Preserved Reinforcement Learning Model Using Generative AI for Personalized E-Learning,UNKNOWN,,No response found
10.1109/TCBBIO.2025.3571046,Mitigating Catastrophic Forgetting in Molecular Property Prediction via Refresh Learning and Pareto Optimization,UNKNOWN,,No response found
10.1109/ICEIT64364.2025.10975892,Interdisciplinary-QG: An LLM-Based Framework for Generating High-Quality Interdisciplinary Test Questions with Knowledge Graphs and Chain-of-Thought Reasoning,UNKNOWN,,No response found
10.1109/ICCA59364.2023.10401848,Automatic Question Generation Using Natural Language Processing and Transformers,UNKNOWN,,No response found
10.1109/FIE61694.2024.10892813,Beyond Imagination: Leveraging Generative AI to Enhance Learning Through Story World Analogies,UNKNOWN,,No response found
10.1109/TransAI60598.2023.00028,Real-Time Attention-Based Conversational Agent,UNKNOWN,,No response found
10.1109/ACAIT63902.2024.11022196,Can LLMs Understand Parallel and Distributed Machine Learning Algorithms in AIoT?,UNKNOWN,,No response found
10.1109/ICARC64760.2025.10963119,The Influence of Generative AI on work-life balance among female software professionals in Sri Lanka,UNKNOWN,,No response found
10.1109/ICAIQSA64000.2024.10882269,Student Career Guidance Using Generative AI,UNKNOWN,,No response found
10.1109/ICSE-Companion58688.2023.00075,Towards an AI-centric Requirements Engineering Framework for Trustworthy AI,UNKNOWN,,No response found
10.1109/UBMK63289.2024.10773545,PsychSynth: Advancing Mental Health AI Through Synthetic Data Generation and Curriculum Training,UNKNOWN,,No response found
10.1109/TAI.2025.3566362,"Generative Agents in Agent-Based Modeling: Overview, Validation, and Emerging Challenges",UNKNOWN,,No response found
10.1109/BigData59044.2023.10386894,Bridging the Gap in AI-Driven Workflows: The Case for Domain-Specific Generative Bots,UNKNOWN,,No response found
10.1109/ICoDSE59534.2023.10292037,Achieving High-Level Software Component Summarization via Hierarchical Chain-of-Thought Prompting and Static Code Analysis,UNKNOWN,,No response found
10.1109/QRS-C60940.2023.00105,ChatGPT vs. Stack Overflow: An Exploratory Comparison of Programming Assistance Tools,UNKNOWN,,No response found
10.1109/ACCESS.2025.3555753,"Metaverse Unbound: A Survey on Synergistic Integration Between Semantic Communication, 6G, and Edge Learning",UNKNOWN,,No response found
10.1109/FIE61694.2024.10892994,From Questions to Insightful Answers: Building an Informed Chatbot for University Resources,UNKNOWN,,No response found
10.1145/3597503.3639201,How Far Are We? The Triumphs and Trials of Generative AI in Learning Software Engineering,UNKNOWN,,No response found
10.1109/AERO55745.2023.10115963,Mars Project Software Systems Engineering Improvements,NOT_RELEVANT,upper-computing,[Software Systems Engineering]
10.1109/DCOSS-IoT61029.2024.00072,VulnGPT: Enhancing Source Code Vulnerability Detection Using AutoGPT and Adaptive Supervision Strategies,NOT_RELEVANT,upper-computing,[Vulnerability Detection]
10.1109/ICSADL65848.2025.10933434,An Artificial Intelligence Approach for Analyzing Students' Academic Performance Using Machine Learning Algorithms,RELEVANT,upper-computing,[Machine Learning in Academic Performance Analysis]
10.1145/3639476.3639777,Exploring ChatGPT for Toxicity Detection in GitHub,NOT_RELEVANT,upper-computing,[Toxicity Detection in Software Development]
10.1109/TSE.2022.3158252,GPT2SP: A Transformer-Based Agile Story Point Estimation Approach,NOT_RELEVANT,upper-computing,[Agile Story Point Estimation]
10.1109/TELSIKS57806.2023.10316094,ChatGPT Assisted Development of Laravel Applications,RELEVANT,upper-computing,[Laravel Application Development]
10.1109/ICBIM63313.2024.10823414,Transformer-Based Sinhala Java Programming Learning Tool,RELEVANT,lower-computing,[Introductory Java Programming]
